facility_code,facility_name,date,date_year,date_quarter,date_month,category,vol_treated,pct_treated_in_time,pct_variation_treated_prior_year,vol_wait,vol_long_wait,pct_waiting_in_time_total,date_last_update,vol_long_wait_RFS,vol_long_wait_NRFS,pct_waiting_in_time_RFS
201,Royal Brisbane & Women's,1/8/2019,2019,3,8,3,207,95.7,7.8,3308,11,99.7,5/9/2019,7,4,99.8
201,Royal Brisbane & Women's,1/8/2019,2019,3,8,ALL,1333,96.8,-4.4,5478,42,99.2,5/9/2019,35,7,99.3
202,Queensland Children's,1/8/2019,2019,3,8,1,156,100,16.4,64,0,100,5/9/2019,0,0,100
202,Queensland Children's,1/8/2019,2019,3,8,2,359,93,6.8,764,3,99.6,5/9/2019,0,3,100
202,Queensland Children's,1/8/2019,2019,3,8,3,170,99.4,-36.1,1613,2,99.9,5/9/2019,0,2,100
202,Queensland Children's,1/8/2019,2019,3,8,ALL,685,96.2,-6.9,2441,5,99.8,5/9/2019,0,5,100
211,Atherton,1/8/2019,2019,3,8,1,3,100,50,6,0,100,5/9/2019,0,0,100
211,Atherton,1/8/2019,2019,3,8,2,9,100,12.5,16,0,100,5/9/2019,0,0,100
211,Atherton,1/8/2019,2019,3,8,3,11,100,-21.4,48,0,100,5/9/2019,0,0,100
211,Atherton,1/8/2019,2019,3,8,ALL,23,100,-4.2,70,0,100,5/9/2019,0,0,100
214,Cairns,1/8/2019,2019,3,8,1,242,93.8,-20.7,310,5,98.4,5/9/2019,5,0,97.5
214,Cairns,1/8/2019,2019,3,8,2,185,94.1,1.1,882,33,96.3,5/9/2019,21,12,96.8
214,Cairns,1/8/2019,2019,3,8,3,150,99.3,4.2,1845,10,99.5,5/9/2019,8,2,99.5
214,Cairns,1/8/2019,2019,3,8,ALL,577,95.3,-8.7,3037,48,98.4,5/9/2019,34,14,98.6
216,Cooktown,1/8/2019,2019,3,8,1,0,0,0,0,0,0,5/9/2019,0,0,0
216,Cooktown,1/8/2019,2019,3,8,2,0,0,0,0,0,0,5/9/2019,0,0,0
216,Cooktown,1/8/2019,2019,3,8,3,0,0,-100,11,0,100,5/9/2019,0,0,100
216,Cooktown,1/8/2019,2019,3,8,ALL,0,0,-100,11,0,100,5/9/2019,0,0,100
222,Innisfail,1/8/2019,2019,3,8,1,7,100,-12.5,6,0,100,5/9/2019,0,0,100
222,Innisfail,1/8/2019,2019,3,8,2,7,100,-30,11,0,100,5/9/2019,0,0,100
222,Innisfail,1/8/2019,2019,3,8,3,7,100,133.3,30,0,100,5/9/2019,0,0,100
222,Innisfail,1/8/2019,2019,3,8,ALL,21,100,0,47,0,100,5/9/2019,0,0,100
223,Mareeba,1/8/2019,2019,3,8,1,0,0,0,0,0,0,5/9/2019,0,0,0
223,Mareeba,1/8/2019,2019,3,8,2,0,0,-100,6,0,100,5/9/2019,0,0,100
223,Mareeba,1/8/2019,2019,3,8,3,0,0,-100,12,0,100,5/9/2019,0,0,100
223,Mareeba,1/8/2019,2019,3,8,ALL,0,0,-100,18,0,100,5/9/2019,0,0,100
226,Thursday Island,1/8/2019,2019,3,8,1,1,100,-66.7,2,0,100,5/9/2019,0,0,100
226,Thursday Island,1/8/2019,2019,3,8,2,6,66.7,200,4,0,100,5/9/2019,0,0,100
226,Thursday Island,1/8/2019,2019,3,8,3,6,100,-60,18,0,100,5/9/2019,0,0,100
226,Thursday Island,1/8/2019,2019,3,8,ALL,13,84.6,-35,24,0,100,5/9/2019,0,0,100
228,Weipa,1/8/2019,2019,3,8,1,2,50,0,1,0,100,5/9/2019,0,0,0
228,Weipa,1/8/2019,2019,3,8,2,0,0,0,0,0,0,5/9/2019,0,0,0
228,Weipa,1/8/2019,2019,3,8,3,0,0,0,93,0,100,5/9/2019,0,0,100
228,Weipa,1/8/2019,2019,3,8,ALL,2,50,0,94,0,100,5/9/2019,0,0,100
246,Mount Isa,1/8/2019,2019,3,8,1,26,100,36.8,9,0,100,5/9/2019,0,0,100
246,Mount Isa,1/8/2019,2019,3,8,2,16,100,-33.3,25,0,100,5/9/2019,0,0,100
246,Mount Isa,1/8/2019,2019,3,8,3,24,100,-14.3,64,0,100,5/9/2019,0,0,100
246,Mount Isa,1/8/2019,2019,3,8,ALL,66,100,-7,98,0,100,5/9/2019,0,0,100
934,Robina,1/8/2019,2019,3,8,1,135,100,-30.8,92,0,100,5/9/2019,0,0,100
934,Robina,1/8/2019,2019,3,8,2,209,99.5,-17.1,713,26,96.4,5/9/2019,25,1,95.7
934,Robina,1/8/2019,2019,3,8,3,136,95.6,-22.7,1622,18,98.9,5/9/2019,16,2,98.9
934,Robina,1/8/2019,2019,3,8,ALL,480,98.5,-23,2427,44,98.2,5/9/2019,41,3,98.1
936,Gold Coast University,1/8/2019,2019,3,8,1,388,99.2,-20.3,283,5,98.2,5/9/2019,4,1,98.1
936,Gold Coast University,1/8/2019,2019,3,8,2,337,98.5,-11.5,1444,15,99,5/9/2019,15,0,98.7
936,Gold Coast University,1/8/2019,2019,3,8,3,143,97.2,-14.4,3606,9,99.8,5/9/2019,9,0,99.7
936,Gold Coast University,1/8/2019,2019,3,8,ALL,868,98.6,-16.1,5333,29,99.5,5/9/2019,28,1,99.4
99999,Queensland,1/8/2019,2019,3,8,1,4291,97.8,-4.4,3438,57,98.3,5/9/2019,52,5,98.1
99999,Queensland,1/8/2019,2019,3,8,2,4775,93.9,-6.4,15464,320,97.9,5/9/2019,275,45,97.9
99999,Queensland,1/8/2019,2019,3,8,3,2868,96,-16.3,36713,212,99.4,5/9/2019,185,27,99.5
99999,Queensland,1/8/2019,2019,3,8,ALL,11934,95.8,-8.3,55615,589,98.9,5/9/2019,512,77,99
1,Mater Adult,1/9/2019,2019,3,9,1,208,99.5,2.5,140,0,100,9/10/2019,0,0,100
1,Mater Adult,1/9/2019,2019,3,9,2,268,85.8,10.7,673,13,98.1,9/10/2019,10,3,98.3
1,Mater Adult,1/9/2019,2019,3,9,3,307,94.8,7.3,2597,18,99.3,9/10/2019,14,4,99.4
1,Mater Adult,1/9/2019,2019,3,9,ALL,783,93,7.1,3410,31,99.1,9/10/2019,24,7,99.2
3,Mater Mothers',1/9/2019,2019,3,9,1,23,100,9.5,14,0,100,9/10/2019,0,0,100
3,Mater Mothers',1/9/2019,2019,3,9,2,71,100,10.9,143,4,97.2,9/10/2019,4,0,97.1
3,Mater Mothers',1/9/2019,2019,3,9,3,47,93.6,-13,377,8,97.9,9/10/2019,7,1,98
3,Mater Mothers',1/9/2019,2019,3,9,ALL,141,97.9,1.4,534,12,97.8,9/10/2019,11,1,97.8
4,Prince Charles,1/9/2019,2019,3,9,1,126,99.2,27.3,59,0,100,9/10/2019,0,0,100
4,Prince Charles,1/9/2019,2019,3,9,2,133,97.7,13.7,355,0,100,9/10/2019,0,0,100
4,Prince Charles,1/9/2019,2019,3,9,3,222,99.1,37,1238,0,100,9/10/2019,0,0,100
4,Prince Charles,1/9/2019,2019,3,9,ALL,481,98.8,27.2,1652,0,100,9/10/2019,0,0,100
11,Princess Alexandra,1/9/2019,2019,3,9,1,453,90.1,-16.1,313,4,98.7,9/10/2019,3,1,98.9
11,Princess Alexandra,1/9/2019,2019,3,9,2,497,81.7,13,1543,138,91.1,9/10/2019,106,32,92.1
11,Princess Alexandra,1/9/2019,2019,3,9,3,140,90,-19.1,1939,61,96.9,9/10/2019,49,12,97.3
11,Princess Alexandra,1/9/2019,2019,3,9,ALL,1090,86.2,-5.5,3795,203,94.7,9/10/2019,158,45,95.3
15,Ipswich,1/9/2019,2019,3,9,1,152,96.1,44.8,127,1,99.2,9/10/2019,1,0,98.6
15,Ipswich,1/9/2019,2019,3,9,2,122,96.7,-19.7,441,0,100,9/10/2019,0,0,100
15,Ipswich,1/9/2019,2019,3,9,3,126,99.2,9.6,1727,4,99.8,9/10/2019,2,2,99.9
15,Ipswich,1/9/2019,2019,3,9,ALL,400,97.3,7.5,2295,5,99.8,9/10/2019,3,2,99.9
16,Redcliffe,1/9/2019,2019,3,9,1,168,97,34.4,122,1,99.2,9/10/2019,1,0,99
16,Redcliffe,1/9/2019,2019,3,9,2,152,86.8,-20.4,466,2,99.6,9/10/2019,2,0,99.5
16,Redcliffe,1/9/2019,2019,3,9,3,70,95.7,-7.9,1327,1,99.9,9/10/2019,1,0,99.9
16,Redcliffe,1/9/2019,2019,3,9,ALL,390,92.8,-0.5,1915,4,99.8,9/10/2019,4,0,99.8
22,Queen Elizabeth II,1/9/2019,2019,3,9,1,163,94.5,12.4,118,3,97.5,9/10/2019,2,1,98
22,Queen Elizabeth II,1/9/2019,2019,3,9,2,143,95.8,0.7,421,0,100,9/10/2019,0,0,100
22,Queen Elizabeth II,1/9/2019,2019,3,9,3,97,100,-39.8,1548,0,100,9/10/2019,0,0,100
22,Queen Elizabeth II,1/9/2019,2019,3,9,ALL,403,96.3,-10,2087,3,99.9,9/10/2019,2,1,99.9
28,Redland,1/9/2019,2019,3,9,1,48,97.9,6.7,46,0,100,9/10/2019,0,0,100
28,Redland,1/9/2019,2019,3,9,2,95,100,-3.1,240,1,99.6,9/10/2019,1,0,99.5
28,Redland,1/9/2019,2019,3,9,3,55,98.2,57.1,462,0,100,9/10/2019,0,0,100
28,Redland,1/9/2019,2019,3,9,ALL,198,99,11.2,748,1,99.9,9/10/2019,1,0,99.8
29,Logan,1/9/2019,2019,3,9,1,58,94.8,11.5,50,0,100,9/10/2019,0,0,100
29,Logan,1/9/2019,2019,3,9,2,174,94.8,-2.2,625,5,99.2,9/10/2019,5,0,99.1
29,Logan,1/9/2019,2019,3,9,3,100,93,-23.1,2052,4,99.8,9/10/2019,3,1,99.8
29,Logan,1/9/2019,2019,3,9,ALL,332,94.3,-7.8,2727,9,99.7,9/10/2019,8,1,99.7
30,Caboolture,1/9/2019,2019,3,9,1,73,98.6,40.4,73,0,100,9/10/2019,0,0,100
30,Caboolture,1/9/2019,2019,3,9,2,133,88.7,52.9,308,11,96.4,9/10/2019,11,0,95.7
30,Caboolture,1/9/2019,2019,3,9,3,32,100,-45.8,400,2,99.5,9/10/2019,1,1,99.7
30,Caboolture,1/9/2019,2019,3,9,ALL,238,93.3,20.2,781,13,98.3,9/10/2019,12,1,98.2
32,Sunshine Coast University,1/9/2019,2019,3,9,1,221,77.4,32.3,237,36,84.8,9/10/2019,31,5,84.9
32,Sunshine Coast University,1/9/2019,2019,3,9,2,153,75.8,86.6,858,65,92.4,9/10/2019,59,6,92.3
32,Sunshine Coast University,1/9/2019,2019,3,9,3,72,76.4,80,1811,35,98.1,9/10/2019,33,2,98.1
32,Sunshine Coast University,1/9/2019,2019,3,9,ALL,446,76.7,54.3,2906,136,95.3,9/10/2019,123,13,95.4
41,Beaudesert,1/9/2019,2019,3,9,1,0,0,-100,0,0,0,9/10/2019,0,0,0
41,Beaudesert,1/9/2019,2019,3,9,2,9,100,12.5,17,0,100,9/10/2019,0,0,100
41,Beaudesert,1/9/2019,2019,3,9,3,6,100,500,12,0,100,9/10/2019,0,0,100
41,Beaudesert,1/9/2019,2019,3,9,ALL,15,100,50,29,0,100,9/10/2019,0,0,100
43,Caloundra,1/9/2019,2019,3,9,1,4,75,-20,4,0,100,9/10/2019,0,0,100
43,Caloundra,1/9/2019,2019,3,9,2,34,58.8,-20.9,170,24,85.9,9/10/2019,21,3,87
43,Caloundra,1/9/2019,2019,3,9,3,40,2.5,400,784,39,95,9/10/2019,33,6,95.7
43,Caloundra,1/9/2019,2019,3,9,ALL,78,30.8,39.3,958,63,93.4,9/10/2019,54,9,94.2
49,Nambour,1/9/2019,2019,3,9,1,60,88.3,30.4,42,3,92.9,9/10/2019,3,0,91.4
49,Nambour,1/9/2019,2019,3,9,2,117,65.8,36,222,22,90.1,9/10/2019,21,1,89.4
49,Nambour,1/9/2019,2019,3,9,3,57,59.6,159.1,152,21,86.2,9/10/2019,19,2,86.1
49,Nambour,1/9/2019,2019,3,9,ALL,234,70.1,51.9,416,46,88.9,9/10/2019,43,3,88.4
62,Bundaberg,1/9/2019,2019,3,9,1,87,100,0,69,0,100,9/10/2019,0,0,100
62,Bundaberg,1/9/2019,2019,3,9,2,54,100,10.2,145,0,100,9/10/2019,0,0,100
62,Bundaberg,1/9/2019,2019,3,9,3,79,100,-1.3,407,0,100,9/10/2019,0,0,100
62,Bundaberg,1/9/2019,2019,3,9,ALL,220,100,1.9,621,0,100,9/10/2019,0,0,100
68,Gympie,1/9/2019,2019,3,9,1,16,93.8,33.3,8,0,100,9/10/2019,0,0,100
68,Gympie,1/9/2019,2019,3,9,2,25,88,-7.4,75,1,98.7,9/10/2019,1,0,98.4
68,Gympie,1/9/2019,2019,3,9,3,5,40,-28.6,79,0,100,9/10/2019,0,0,100
68,Gympie,1/9/2019,2019,3,9,ALL,46,84.8,0,162,1,99.4,9/10/2019,1,0,99.3
69,Hervey Bay,1/9/2019,2019,3,9,1,47,100,-4.1,43,0,100,9/10/2019,0,0,100
69,Hervey Bay,1/9/2019,2019,3,9,2,29,100,-39.6,113,0,100,9/10/2019,0,0,100
69,Hervey Bay,1/9/2019,2019,3,9,3,40,100,33.3,431,0,100,9/10/2019,0,0,100
69,Hervey Bay,1/9/2019,2019,3,9,ALL,116,100,-8.7,587,0,100,9/10/2019,0,0,100
70,Kingaroy,1/9/2019,2019,3,9,1,8,100,700,1,0,100,9/10/2019,0,0,100
70,Kingaroy,1/9/2019,2019,3,9,2,7,100,16.7,8,0,100,9/10/2019,0,0,100
70,Kingaroy,1/9/2019,2019,3,9,3,7,100,-12.5,29,0,100,9/10/2019,0,0,100
70,Kingaroy,1/9/2019,2019,3,9,ALL,22,100,46.7,38,0,100,9/10/2019,0,0,100
71,Maryborough,1/9/2019,2019,3,9,1,31,100,29.2,12,0,100,9/10/2019,0,0,100
71,Maryborough,1/9/2019,2019,3,9,2,23,100,-23.3,52,0,100,9/10/2019,0,0,100
71,Maryborough,1/9/2019,2019,3,9,3,22,100,15.8,132,0,100,9/10/2019,0,0,100
71,Maryborough,1/9/2019,2019,3,9,ALL,76,100,4.1,196,0,100,9/10/2019,0,0,100
91,Chinchilla,1/9/2019,2019,3,9,1,0,0,0,0,0,0,9/10/2019,0,0,0
91,Chinchilla,1/9/2019,2019,3,9,2,0,0,0,3,0,100,9/10/2019,0,0,100
91,Chinchilla,1/9/2019,2019,3,9,3,0,0,0,12,0,100,9/10/2019,0,0,100
91,Chinchilla,1/9/2019,2019,3,9,ALL,0,0,0,15,0,100,9/10/2019,0,0,100
92,Dalby,1/9/2019,2019,3,9,1,1,100,0,1,0,100,9/10/2019,0,0,100
92,Dalby,1/9/2019,2019,3,9,2,1,100,-75,13,0,100,9/10/2019,0,0,100
92,Dalby,1/9/2019,2019,3,9,3,5,100,150,28,0,100,9/10/2019,0,0,100
92,Dalby,1/9/2019,2019,3,9,ALL,7,100,0,42,0,100,9/10/2019,0,0,100
93,Goondiwindi,1/9/2019,2019,3,9,1,3,100,0,0,0,0,9/10/2019,0,0,0
93,Goondiwindi,1/9/2019,2019,3,9,2,1,100,-50,5,1,80,9/10/2019,1,0,75
93,Goondiwindi,1/9/2019,2019,3,9,3,2,100,100,6,0,100,9/10/2019,0,0,100
93,Goondiwindi,1/9/2019,2019,3,9,ALL,6,100,0,11,1,90.9,9/10/2019,1,0,90
100,Stanthorpe,1/9/2019,2019,3,9,1,5,100,150,4,0,100,9/10/2019,0,0,100
100,Stanthorpe,1/9/2019,2019,3,9,2,6,66.7,20,10,0,100,9/10/2019,0,0,100
100,Stanthorpe,1/9/2019,2019,3,9,3,0,0,-100,17,0,100,9/10/2019,0,0,100
100,Stanthorpe,1/9/2019,2019,3,9,ALL,11,81.8,10,31,0,100,9/10/2019,0,0,100
104,Toowoomba,1/9/2019,2019,3,9,1,164,99.4,17.1,117,0,100,9/10/2019,0,0,100
104,Toowoomba,1/9/2019,2019,3,9,2,208,94.7,16.9,451,3,99.3,9/10/2019,3,0,99.3
104,Toowoomba,1/9/2019,2019,3,9,3,135,94.8,-16.1,1965,3,99.8,9/10/2019,3,0,99.8
104,Toowoomba,1/9/2019,2019,3,9,ALL,507,96.3,5.8,2533,6,99.8,9/10/2019,6,0,99.7
105,Warwick,1/9/2019,2019,3,9,1,4,100,-42.9,0,0,0,9/10/2019,0,0,0
105,Warwick,1/9/2019,2019,3,9,2,12,100,50,13,0,100,9/10/2019,0,0,100
105,Warwick,1/9/2019,2019,3,9,3,3,100,-50,9,0,100,9/10/2019,0,0,100
105,Warwick,1/9/2019,2019,3,9,ALL,19,100,-9.5,22,0,100,9/10/2019,0,0,100
112,Charleville,1/9/2019,2019,3,9,1,2,100,-60,7,0,100,9/10/2019,0,0,100
112,Charleville,1/9/2019,2019,3,9,2,0,0,-100,6,0,100,9/10/2019,0,0,100
112,Charleville,1/9/2019,2019,3,9,3,0,0,0,21,0,100,9/10/2019,0,0,100
112,Charleville,1/9/2019,2019,3,9,ALL,2,100,-66.7,34,0,100,9/10/2019,0,0,100
119,Roma,1/9/2019,2019,3,9,1,11,100,10,3,0,100,9/10/2019,0,0,100
119,Roma,1/9/2019,2019,3,9,2,9,100,-30.8,16,0,100,9/10/2019,0,0,100
119,Roma,1/9/2019,2019,3,9,3,9,100,-84.5,237,0,100,9/10/2019,0,0,100
119,Roma,1/9/2019,2019,3,9,ALL,29,100,-64.2,256,0,100,9/10/2019,0,0,100
120,St George,1/9/2019,2019,3,9,1,0,0,-100,3,0,100,9/10/2019,0,0,100
120,St George,1/9/2019,2019,3,9,2,1,100,0,3,0,100,9/10/2019,0,0,100
120,St George,1/9/2019,2019,3,9,3,0,0,0,3,0,100,9/10/2019,0,0,100
120,St George,1/9/2019,2019,3,9,ALL,1,100,-75,9,0,100,9/10/2019,0,0,100
133,Biloela,1/9/2019,2019,3,9,1,0,0,0,0,0,0,9/10/2019,0,0,0
133,Biloela,1/9/2019,2019,3,9,2,0,0,0,0,0,0,9/10/2019,0,0,0
133,Biloela,1/9/2019,2019,3,9,3,0,0,-100,1,0,100,9/10/2019,0,0,100
133,Biloela,1/9/2019,2019,3,9,ALL,0,0,-100,1,0,100,9/10/2019,0,0,100
135,Emerald,1/9/2019,2019,3,9,1,2,100,-60,9,0,100,9/10/2019,0,0,100
135,Emerald,1/9/2019,2019,3,9,2,4,100,-20,11,0,100,9/10/2019,0,0,100
135,Emerald,1/9/2019,2019,3,9,3,4,100,-20,11,0,100,9/10/2019,0,0,100
135,Emerald,1/9/2019,2019,3,9,ALL,10,100,-33.3,31,0,100,9/10/2019,0,0,100
136,Gladstone,1/9/2019,2019,3,9,1,34,100,-19,21,0,100,9/10/2019,0,0,100
136,Gladstone,1/9/2019,2019,3,9,2,33,100,43.5,78,0,100,9/10/2019,0,0,100
136,Gladstone,1/9/2019,2019,3,9,3,11,100,-31.3,201,0,100,9/10/2019,0,0,100
136,Gladstone,1/9/2019,2019,3,9,ALL,78,100,-3.7,300,0,100,9/10/2019,0,0,100
141,Rockhampton,1/9/2019,2019,3,9,1,102,100,10.9,80,0,100,9/10/2019,0,0,100
141,Rockhampton,1/9/2019,2019,3,9,2,156,100,43.1,335,1,99.7,9/10/2019,1,0,99.7
141,Rockhampton,1/9/2019,2019,3,9,3,142,99.3,-6.6,1412,0,100,9/10/2019,0,0,100
141,Rockhampton,1/9/2019,2019,3,9,ALL,400,99.8,13.3,1827,1,99.9,9/10/2019,1,0,99.9
156,Longreach,1/9/2019,2019,3,9,1,1,100,0,1,0,100,9/10/2019,0,0,100
156,Longreach,1/9/2019,2019,3,9,2,1,100,-80,11,1,90.9,9/10/2019,1,0,90
156,Longreach,1/9/2019,2019,3,9,3,5,100,0,70,0,100,9/10/2019,0,0,100
156,Longreach,1/9/2019,2019,3,9,ALL,7,100,40,82,1,98.8,9/10/2019,1,0,98.7
172,Mackay,1/9/2019,2019,3,9,1,86,90.7,-22.5,79,0,100,9/10/2019,0,0,100
172,Mackay,1/9/2019,2019,3,9,2,119,91.6,75,347,3,99.1,9/10/2019,3,0,99.1
172,Mackay,1/9/2019,2019,3,9,3,46,93.5,43.8,567,0,100,9/10/2019,0,0,100
172,Mackay,1/9/2019,2019,3,9,ALL,251,91.6,19,993,3,99.7,9/10/2019,3,0,99.7
174,Proserpine,1/9/2019,2019,3,9,1,6,100,100,6,1,83.3,9/10/2019,1,0,75
174,Proserpine,1/9/2019,2019,3,9,2,6,100,-45.5,28,1,96.4,9/10/2019,0,1,100
174,Proserpine,1/9/2019,2019,3,9,3,0,0,-100,12,0,100,9/10/2019,0,0,100
174,Proserpine,1/9/2019,2019,3,9,ALL,12,100,-20,46,2,95.7,9/10/2019,1,1,97.2
191,Ayr,1/9/2019,2019,3,9,1,1,100,0,0,0,0,9/10/2019,0,0,0
191,Ayr,1/9/2019,2019,3,9,2,0,0,-100,2,0,100,9/10/2019,0,0,100
191,Ayr,1/9/2019,2019,3,9,3,1,100,-80,5,0,100,9/10/2019,0,0,100
191,Ayr,1/9/2019,2019,3,9,ALL,2,100,-71.4,7,0,100,9/10/2019,0,0,100
193,Charters Towers,1/9/2019,2019,3,9,1,0,0,0,0,0,0,9/10/2019,0,0,0
193,Charters Towers,1/9/2019,2019,3,9,2,0,0,0,0,0,0,9/10/2019,0,0,0
193,Charters Towers,1/9/2019,2019,3,9,3,0,0,0,0,0,0,9/10/2019,0,0,0
193,Charters Towers,1/9/2019,2019,3,9,ALL,0,0,0,0,0,0,9/10/2019,0,0,0
196,Ingham,1/9/2019,2019,3,9,1,0,0,0,0,0,0,9/10/2019,0,0,0
196,Ingham,1/9/2019,2019,3,9,2,0,0,0,0,0,0,9/10/2019,0,0,0
196,Ingham,1/9/2019,2019,3,9,3,0,0,0,0,0,0,9/10/2019,0,0,0
196,Ingham,1/9/2019,2019,3,9,ALL,0,0,0,0,0,0,9/10/2019,0,0,0
200,Townsville,1/9/2019,2019,3,9,1,251,97.2,-14.9,352,0,100,9/10/2019,0,0,100
200,Townsville,1/9/2019,2019,3,9,2,317,93.7,66,1777,3,99.8,9/10/2019,3,0,99.8
200,Townsville,1/9/2019,2019,3,9,3,130,95.4,39.8,2744,1,100,9/10/2019,1,0,100
200,Townsville,1/9/2019,2019,3,9,ALL,698,95.3,20.6,4873,4,99.9,9/10/2019,4,0,99.9
201,Royal Brisbane & Women's,1/9/2019,2019,3,9,1,535,97.4,3.5,482,3,99.4,9/10/2019,3,0,99.3
201,Royal Brisbane & Women's,1/9/2019,2019,3,9,2,527,94.9,-11.4,1630,29,98.2,9/10/2019,28,1,98.1
201,Royal Brisbane & Women's,1/9/2019,2019,3,9,3,201,96.5,-13.7,3360,18,99.5,9/10/2019,18,0,99.4
201,Royal Brisbane & Women's,1/9/2019,2019,3,9,ALL,1263,96.2,-6.1,5472,50,99.1,9/10/2019,49,1,99
202,Queensland Children's,1/9/2019,2019,3,9,1,155,100,1.3,46,0,100,9/10/2019,0,0,100
202,Queensland Children's,1/9/2019,2019,3,9,2,390,90.8,49.4,830,6,99.3,9/10/2019,0,6,100
202,Queensland Children's,1/9/2019,2019,3,9,3,187,97.9,-11.4,1745,4,99.8,9/10/2019,0,4,100
202,Queensland Children's,1/9/2019,2019,3,9,ALL,732,94.5,17.1,2621,10,99.6,9/10/2019,0,10,100
211,Atherton,1/9/2019,2019,3,9,1,5,100,150,3,0,100,9/10/2019,0,0,100
211,Atherton,1/9/2019,2019,3,9,2,11,90.9,37.5,7,0,100,9/10/2019,0,0,100
211,Atherton,1/9/2019,2019,3,9,3,13,100,62.5,47,0,100,9/10/2019,0,0,100
211,Atherton,1/9/2019,2019,3,9,ALL,29,96.6,61.1,57,0,100,9/10/2019,0,0,100
214,Cairns,1/9/2019,2019,3,9,1,251,86.1,6.8,328,16,95.1,9/10/2019,13,3,94
214,Cairns,1/9/2019,2019,3,9,2,126,84.9,-31.1,921,46,95,9/10/2019,40,6,94.3
214,Cairns,1/9/2019,2019,3,9,3,124,97.6,-15.1,1839,18,99,9/10/2019,14,4,99.2
214,Cairns,1/9/2019,2019,3,9,ALL,501,88.6,-11.2,3088,80,97.4,9/10/2019,67,13,97.4
216,Cooktown,1/9/2019,2019,3,9,1,1,100,0,0,0,0,9/10/2019,0,0,0
216,Cooktown,1/9/2019,2019,3,9,2,0,0,0,0,0,0,9/10/2019,0,0,0
216,Cooktown,1/9/2019,2019,3,9,3,5,100,0,7,0,100,9/10/2019,0,0,100
216,Cooktown,1/9/2019,2019,3,9,ALL,6,100,0,7,0,100,9/10/2019,0,0,100
222,Innisfail,1/9/2019,2019,3,9,1,6,100,0,1,0,100,9/10/2019,0,0,0
222,Innisfail,1/9/2019,2019,3,9,2,4,100,0,12,0,100,9/10/2019,0,0,100
222,Innisfail,1/9/2019,2019,3,9,3,3,100,0,28,0,100,9/10/2019,0,0,100
222,Innisfail,1/9/2019,2019,3,9,ALL,13,100,0,41,0,100,9/10/2019,0,0,100
223,Mareeba,1/9/2019,2019,3,9,1,0,0,-100,0,0,0,9/10/2019,0,0,0
223,Mareeba,1/9/2019,2019,3,9,2,0,0,-100,6,0,100,9/10/2019,0,0,100
223,Mareeba,1/9/2019,2019,3,9,3,0,0,-100,13,0,100,9/10/2019,0,0,100
223,Mareeba,1/9/2019,2019,3,9,ALL,0,0,-100,19,0,100,9/10/2019,0,0,100
226,Thursday Island,1/9/2019,2019,3,9,1,2,100,100,0,0,0,9/10/2019,0,0,0
226,Thursday Island,1/9/2019,2019,3,9,2,2,100,-50,7,0,100,9/10/2019,0,0,100
226,Thursday Island,1/9/2019,2019,3,9,3,4,100,0,18,0,100,9/10/2019,0,0,100
226,Thursday Island,1/9/2019,2019,3,9,ALL,8,100,60,25,0,100,9/10/2019,0,0,100
228,Weipa,1/9/2019,2019,3,9,1,0,0,0,1,0,100,9/10/2019,0,0,0
228,Weipa,1/9/2019,2019,3,9,2,0,0,0,3,1,66.7,9/10/2019,1,0,66.7
228,Weipa,1/9/2019,2019,3,9,3,73,100,-9.9,20,0,100,9/10/2019,0,0,100
228,Weipa,1/9/2019,2019,3,9,ALL,73,100,-9.9,24,1,95.8,9/10/2019,1,0,95.7
246,Mount Isa,1/9/2019,2019,3,9,1,15,100,0,2,0,100,9/10/2019,0,0,100
246,Mount Isa,1/9/2019,2019,3,9,2,18,100,-25,27,0,100,9/10/2019,0,0,100
246,Mount Isa,1/9/2019,2019,3,9,3,9,100,125,59,0,100,9/10/2019,0,0,100
246,Mount Isa,1/9/2019,2019,3,9,ALL,42,100,-2.3,88,0,100,9/10/2019,0,0,100
934,Robina,1/9/2019,2019,3,9,1,128,100,-7.2,83,0,100,9/10/2019,0,0,100
934,Robina,1/9/2019,2019,3,9,2,260,95.8,3.2,644,38,94.1,9/10/2019,34,4,93.1
934,Robina,1/9/2019,2019,3,9,3,109,97.2,-33.9,1607,23,98.6,9/10/2019,16,7,98.9
934,Robina,1/9/2019,2019,3,9,ALL,497,97.2,-10.5,2334,61,97.4,9/10/2019,50,11,97.5
936,Gold Coast University,1/9/2019,2019,3,9,1,334,98.2,-24.4,316,7,97.8,9/10/2019,7,0,96.8
936,Gold Coast University,1/9/2019,2019,3,9,2,355,95.2,2.9,1509,32,97.9,9/10/2019,18,14,98.5
936,Gold Coast University,1/9/2019,2019,3,9,3,150,93.3,1.4,3574,16,99.6,9/10/2019,9,7,99.7
936,Gold Coast University,1/9/2019,2019,3,9,ALL,839,96.1,-10.3,5399,55,99,9/10/2019,34,21,99.3
99999,Queensland,1/9/2019,2019,3,9,1,4051,95,1.1,3423,75,97.8,9/10/2019,65,10,97.6
99999,Queensland,1/9/2019,2019,3,9,2,4806,91,8.2,15580,451,97.1,9/10/2019,374,77,97.1
99999,Queensland,1/9/2019,2019,3,9,3,2895,94,-5.9,37142,276,99.3,9/10/2019,223,53,99.4
